date,Y,dY_obs,dC_obs
2021q1,2371.62949639926,0.0022813109975007,-0.0160426229419978
2021q2,2453.5136718947,0.0147416392666142,0.0266396801589056
2021q3,2501.95701018168,0.00849136079188142,0.00805411964748805
2021q4,2583.86716956737,0.0139903406894196,0.0122595736288764
2022q1,2447.20247764997,-0.0236002801813517,-0.030171375589686
2022q2,2491.49146004927,0.0077894992271723,0.0051536282697661
2022q3,2525.02968461875,0.00580708521233668,-0.00279537425187168
2022q4,2491.26112373082,-0.00584723723292126,-0.00582797691251335
2023q1,2519.71308524238,0.00493184045975514,-0.00136087382255955
2023q2,2486.93969702102,-0.00568583665757953,-0.00421674655415743
2023q3,2480.79778067795,-0.00107388997393737,-0.00650357764640763
2023q4,2528.29774630921,0.00823685282988099,0.00428811734151114
2024q1,2539.43334796193,0.00190860092773094,0.00276406768628105
2024q2,2585.45141614034,0.00779956278214784,0.00183773859444214
2024q3,2603.68850923745,0.00305264518640642,0.0012489598108103
2024q4,2635.74629575506,0.00531457840271192,0.0023471670673057
2025q1,2602.28316714282,-0.00554905233751207,0.0034210830045573
2025q2,2634.8884965546,0.00540768892406756,0.0020379122746312
